Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
crimini _1
crìmini _6
crìmino _1
crionega _2
crionixasiòn _2
crista£i _2
crista£ixa _2
cristi _1
cristian _2
cristiàn _2
cristiana _11
cristiàna _2
cristiane _4
cristianexemo _6
cristiani _13
cristiano _2
cristo _2
critegà _1
crìtega _8
criteghe _2
crìteghe _1
critego _1
crìtego _1
criteri _8
criticàr _2
crixi _5
crìxi _8
cro£a _2
crò£a _2
cro£àr _3
cro£arà _1
cro£o _1
crò£o _4
croa' _15
croà _35
croài _3
croàicato£isi _1
croasi+serbia+bosnia _1
croasia _25
croàsia _4
crocière _1
crolàr _3
crompemo _1
cronaca _5
crònaca _1
cronake _1
crònake _1
cronpa _18
cronpà _10
crònpa _2
cronpae _1
cronpando _5
cronpar _16
cronpàr _31
crònpare _1
cronparghe _1
cronparla _2
cronparle _1
cronpàrle _1
cronparli _3
cronpàrlo _1
cronparme _1
cronparse _1
cronpava _2
cronpàva _1
cronpe _4
cronpè _8
cronpemo _5
cronpi _1
crònpi _1
cronpo _7
croxe _4
cròxe _4
croxeta _1
cruco _1
crushiov _1
cstraghe _1
ctute _2
cu£atoni _1
cu£o _10
cù£o _3
cu£ori _1
cuanto _1
cuatro _2
cùba _2
cubalo _1
cubane _1
cubi _1
cubo _3
cucà _1
cùca _1
cucagna _1
cucàgna _1
cucàr _1
cucarne _1
cucarte _1
cucià _1
cuciàro _1
cuciase _1
cùco _1
cueo _1
cui _1
cuindi _1
cul _1
culpa _2
cùlpa _1
culpi _1
culto _3
cùlto _1
cultori _1
cultura _33
cultùra _6
cultura£i _3
culturà£i _3
cultural _2
culturàl _17
culturalmente _1
culture _1
cuma£o _1
cumu£ativo _1
cùmu£o _1
cunfinà _1
cunfini _2
cunti _4
cuore _1
cura _1
curàr _2
curarve _2
curdi _1
curicu£um _2
curioxo _1
curkill _1
cursore _1
curta _1
curto _3
cusi _7
cusi' _23
cusì _281
cùsì _7
cusita _5
cusìta _4
cùsìta _1
custi _1
custòxa _1
custoza _1
cuxina _3
cuxinà _1
cuxìna _3
cuxinava _1
cuxinemo _1
cyborg _1
d _148
da _1614
da' _1
dà _127
da£a _7
dà£a _1
da£e _6
d'a£ema _2
d'a£emma _3
da£emmaprodi _2
dà£i _1
da£o _1
dà£o _1
dacordo _7
d'acordo _8
d'acquisto _5
d'afàri _2
daga _2
dàga _8
dàghe _3
daghe£a _1
dai _104
dài _5
dal _129
dàl _3
dalla _1
dallas _1
dalmasia _8
dalmàsia _1
dalmata _1
dàlmati _1
daltra _1
dama _1
dàma _2
d'amerega _1
dandoghe _9
dandòghe _1
dandone _1
dàndone _1
dane _1
danejà _1
danejàr _1
danemarca _1
danesi _1
danexe _3
danexi _2
dàni _3
danimarca _5
dàno _1
danòxo _1
dante _4
dapartuto _16
dapartùto _1
dapo' _2
dar _18
dàr _37
darà _16
darave _3
daràve _1
dare _1
daremo _1
darghe _57
dàrghe _5
darghe£a _1
darghe£e _3
darghe£i _3
darìa _1
darisimo _1
darla _1
dàrla _1
darme _10
darme£o _1
darne _17
dàrne _1
darne£e _2
darne£i _1
darte _3
d'arte _2
dartine _2
darve _8
darwin _11
darwinismo _1
dase _2
dàse _1
data _1
datà _1
dàta _2
dati _7
dàti _6
dato _1
d'autòr _2
dava _6
dàva _6
davanti _8
davero _2
davèro _1
david _1
davìd _2
dàvid _1
davide _1
daxì _1
day _2
de _6463
dé _1
dè _2
de£a _196
de£e _118
dè£e _1
de£ega _1
de£egà _5
de£egàon _1
de£egar _2
de£egàr _5
de£egàrghe _1
de£egati _1
de£egàti _1
de£eghe _1
de£ejitimà _1
de£ejitimarà _1
de£ibara' _1
de£ibarà _3
de£ibaràr _2
de£ibararse _8
de£ibaremo _2
de£ibaremose _1
de£ibareve _2
de£imità _1
de£incoanti _1
de£incoensa _1
de£incoensia£i _1
de£incoente _2
de£incoenti _4
de£inquensiàl _1
de£inquenti _3
de£iranti _1
de£itto _1
de£ivery _1
de£o _3
de£oca£ixàr _3
de£oca£ixàsiòn _1
de£udarte _1
de£uxo _2
dea _5
debàso _1
debbo _1
debiti _5
dèbiti _6
debito _2
dèbito _8
debitori _1
debo£e _6
debo£esa _3
debo£i _7
decadensa _4
decadente _3
decadenti _1
december _2
decide _1
decixion _1
declini _1
decrèsar _1
decreti _1
dedicà _5
dèdica _1
dedicàr _1
dedicarghe _1
dedutivo _3
dee _1
default _1
defendù _1
defense _1
defeto _1
defiabixasiòn _2
deficit _1
definesto _1
definia _1
definii _2
definìr _1
definirse _1
definise _2
definision _2
definisiòn _6
definìva _1
defisca£ità _1
defisit _1
deflasion _2
deformà _1
defunti _1
deghe _1
degli _3
degna _1
degni _2
dei _795
déi _1
dèi _14
dejenerà _1
dejeneràr _1
dejenerasiòn _1
del _605
del'ita£ia _2
dell _1
dell' _2
della _8
dell'arianexemo _2
dell'axilo _1
delle _3
dell'individuo _3
delmonte _2
deman _2
demàn _2
demanda _2
demandà _4
demandemose _1
demanio _1
dème _1
demensia£i _1
demensià£i _1
demensia£ità _1
dementi _1
demeriti _2
demo _9
démo _1
dèmo _5
demo£ise _1
democrasia _15
democrasìa _21
democrasiaco _2
democrasie _1
democratega _11
democrateghe _5
democrateghi _2
democratego _7
democraticamente _1
democratisità _1
demoghe _5
demokratisi _1
demonixàr _2
demonstra _1
demonstrà _4
denigrarli _1
denigrasiòn _2
densità _1
dentarie _2
dente _1
denuncià _3
denunsia _3
denunsiàr _3
denunsiarli _1
deo _2
dèo _1
deos _1
deperibi£ità _1
depistaji _5
deporta _2
deportà _9
deportasion _3
deportasiòn _15
depositava _1
depoxiti _1
depre _1
depresiòn _1
deridarli _1
deridarne _2
deriva _11
derìxi _3
derixiòn _4
derobà _2
derobàghe _1
derobai _1
derobàr _2
deruba _1
derubàr _1
desavìa _1
descànta _1
descarga _4
descargar _2
descargàr _3
descargarme£a _2
descarghe _1
descarghemo _1
descargo _1
descartes _1
descoerte _1
descoerto _4
descoèrto _1
descoèrxar _5
desconosù _1
descorte _3
descoverxare _1
descrimena' _1
descriminasiòn _1
descrisiòn _4
descritìva _1
descritivo _1
descrìvar _5
descrivarà _1
descrivaremo _1
descrìvarli _1
descrivarlo _2
descrivarne _1
descrivarse _1
descrive _3
descrìve _1
descrive£i _1
descrivemo _1
descrivesti _1
descriveva _1
descuerto _4
descuerxar _2
descuerxarè _1
descurxarè _3
desenà£i _1
deseni _1
desèni _2
desentramento _4
desfa _3
desfa' _2
desfà _8
dèsfa _1
desfar _4
desfàr _8
desfarà _1
desfàrà _2
desfarghe _1
desfarla _1
desfarse _1
desfata _1
desfàta _1
desgrasia _2
desgrasià _7
desgràsia _1
desgrasie _2
desidar _2
desìdar _5
deside _2
desìde _3
desidemo _1
desidesto _24
desimi _1
dèsimo _1
desine _1
desixiòn _7
desmentega _8
desmentegà _3
desmentegar _2
desmentegàr _5
desmentegarlo _3
desmentegarte _2
desmentegarve _1
desmentegarve£o _2
desmentegatojo _1
desmentegava _2
desmentegavi _1
desmentegavo _5
desmentegàvo _4
desmenteghemo _2
desmenteghemo£o _1
desmenteghemose _2
desmentegheve _8
desmentegona _1
desmetegheve _1
desmnetegaro' _1
desmontar _2
desmontàr _1
desnudà _1
desnudando£i _1
deso _280
dèso _47
desparà _2
desperà _5
despiaxe _14
despiàxe _2
despiaxù _1
despojà _1
destacà _3
destacàr _1
destake _1
destata£ixasiòndestruturasiòn _1
destìn _1
destinà _15
destra _3
desvi£upa _1
detà _1
dèta _2
deta£iante _1
detajà _2
detaji _1
detami _1
detàmi _3
detensiòn _1
deterensa _1
deterente _2
determinà _5
determinate _1
determined _3
deto _1
detrimento _1
detrminàte _1
detto _2
d'europa _21
devanti _1
deve _1
deventa _32
deventa' _3
deventà _37
deventai _4
deventar _11
deventàr _45
deventarà _6
deventarè _1
deventaremo _3
deventase _2
deventava _2
deventàva _1
devente _2
deventéa _2
deventemo _4
deventemoo _1
deventi _4
devià _1
devìa _1
deviàr _4
deviasion _3
devo _2
dexcorxar _1
dexertifegà _1
dexertifegar _2
dexertificàr _1
dexerto _5
dexidarà _1
dexo£asiòn _1
dexomàne _1
dexù _1
di _61
di' _15
dì _140
di£agante _4
di£agàr _1
di£etanti _1
dia£etega _3
dia£etego _1
dia£eti _1
dia£eto _19
dia£etto _2
dià£oga _2
dia£ogo _9
dià£ogo _1
diacronega _1
diacronìa _1
diacronicamnete _1
diaeti _1
diaeto _4
diamndeghe _1
diaspora _1
diàspora _1
diaspore _2
diavo£o _1
dibatiti _2
dibàtiti _3
dibatito _6
dibàtito _4
dibatù _1
dibiti _2
dìca _1
didatega _1
didatisi _1
die _2
dieci _1
diego _2
diesel _1
diexe _13
dièxe _3
dìèxe _1
diexina _5
difama _1
difamà _4
difàma _4
difamanti _1
difamar _2
difamàr _5
difamarne _1
difamasion _3
difamasiòn _10
difamation _1
difamatori _1
difamatoria _3
difamatorie _1
difàme _1
difarensa _29
difarense _2
difarentamente _2
difarente _17
difarenti _23
difati _1
difendar _5
difendarse _10
difende _7
difendevi _1
difendo _1
difensìvo _1
diferensa _1
diferensià _1
difèti _1
difeto _2
difetto _1
difexa _1
dificoltà _1
difida _1
difidè _3
difisi£e _4
difìsi£e _1
difìsil _1
difonda _1
difòndar _1
difonde£i _1
difondesta _2
difondeste _2
difondesto _1
diformi _1
difterite _2
difùxa _1
difuxiòn _1
diga _6
dìga _4
dighe _4
dìghe _2
dignità _6
digo _52
dìgo _49
digos _1
dìgràsie _1
digresiòn _2
dìje _1
dijerìo _2
dijità£i _3
dijital _4
dijitàl _7
dijital… _2
dijitàr _2
dijitè _2
dikiarà _3
dikiarando£i _1
dikiaràr _3
dikiararse _1
dikiarasiòn _3
dikiarava _1
diman _2
dimàn _2
dimanda _66
dimanda' _1
dimandà _29
dimànda _1
dimandaghe _1
dimandàndo _1
dimandandoghe _3
dimandar _4
dimandàr _9
dimandarà _1
dimandarghe _11
dimandarme _8
dimandarse _1
dimandarte£o _1
dimandarve _1
dimandase _1
dimandava _2
dimandavo _1
dimande _27
dimandè _1
dimandeghe _8
dìmandeghe _2
dimandeghe£o _2
dimandemo _1
dimandemose _2
dimandeve _2
dimandito _1
dimando _12
dime _1
dìme _6
dimende _1
dimensiòn _4
diminuìo _1
diminuìr _2
diminuise _1
dimisiòn _1
dimonstrà _1
dimora _1
dimostra _9
dimostrà _8
dimostrabi£e _2
dimostrabi£i _1
dimostrando _2
dimostrar _1
dimostràr _5
dimostrarave _3
dimostrasion _2
dimostrasiòn _13
dimostreme _3
dimostri _2
dinamarca _6
dinàmega _1
dinàmego _1
dinamitardo _1
dinoxauri _1
dìnte _2
dinti _6
dio _5
dìo _4
dipandente _3
dipandenti _5
dipende _4
dipendenti _1
diplomadego _1
diplomasia _4
diplomasìa _1
diplomi _3
dir _135
dìr _250
dirà _11
dìrà _1
diràve _2
dirè _1
dìre _1
dirèmo _1
diresiòn _3
direta _3
diretamente _7
direte _2
direti _3
diretiva _1
diretive _2
diretivo _1
diretor _2
diretòr _2
diretori _6
diretrise _3
diretrìse _1
diretrisi _2
direttamente _1
direturi _2
dirghe _15
dìrghe _1
dirghe£o _1
dìrghe£o _1
dirìa _9
dirìgo _1
dirijente _5
dirijesto _1
dirisi _2
dirìsimo _1
diriti _37
dirìti _5
dirito _35
dirìto _11
diritura _12
diriturà _1
dirla _8
dirlo _8
dìrlo _4
dirme _1
dìrme _1
dirne _5
dirò _8
dirotàr _3
dirte _10
dìrte _2
dirve _19
dìrve _2
dìrve£o _1
disàjo _1
disangoà _1
disàngoa _1
disangoàr _2
disanguandoe _1
discografeghe _3
discòrar _2
discòre _1
discoremo _2
discorendo _3
discorseto _4
discorsi _7
discorso _37
discredita _1
discrimatori _1
discrimena _1
discrimenà _9
discrìmena _1
discrimenàr _5
discrimenava _1
discrimina _11
discrimina' _4
discriminà _1
discrìmina _6
discriminadòr _1
discriminadora _1
discriminadori _4
discriminadòri _1
discriminai _1
discriminar _7
discriminàr _6
discriminarà _1
discriminarli _1
discriminarne _2
discriminasion _15
discriminasiòn _39
discriminativamente _2
discriminative _1
discriminativi _1
discriminatori _5
discriminatòri _1
discriminatoria _3
discriminatòria _1
discriminatorie _1
discriminatorio _1
discriminatòrio _2
discriminava _3
discriminazione _1
discriminazioni _1
discrìmine _1
discrimini _2
discrìmino _2
discuixisiòn _1
discusion _1
discusiòn _22
discutar _8
discutàr _1
discùtar _9
discùtarghine _1
discutarìa _1
discutarlo _1
discute _5
discùte _1
discutèmo _1
discutemoghine _1
discutesto _5
discuto _2
disenbre _1
disendense _1
disendenti _1
disenso _2
diservisi _1
disexa _1
disfàta _1
disgregasiòn _6
disgusto _1
disidenti _1
disionàri _1
disionario _1
disipline _3
disiplìne _3
disistima _1
dismontàr _1
disney _4
dìsney _2
disobediensa _2
disparà _6
disparàr _1
disparatamente _1
dispendio _1
disperàr _1
disperasiòn _1
dispersiòn _1
dispersivo _1
display _2
displayed _1
dispone _1
disponendo _1
disponibi£ità _1
disposti _1
disposto _1
dispoxision _1
dispresa _2
dispresà _3
disprèsa _1
dispresàr _1
dispresarne _3
dispresatìve _1
dispreso _2
disputa _1
dispute _1
disquixisiòn _1
disrespect _1
distanse _2
distànte _1
distingoarse _1
distingoemo _1
distinsiòn _1
distinta _2
distinte _7
distinti _1
distintivo _1
distorta _1
distreto _2
distribuìo _2
distribuir _4
distribuìr _1
distribuito _1
distribuiva _1
distribuja _2
distribujo _1
distributor _3
distributòr _1
distributori _2
distrofìa _1
distrujare _2
distrujarne _1
distrujesto _1
distrusion _3
distrusiòn _9
distrutìvi _1
distruto _3
distruxar _1
distrùxar _2
distruxare _2
distruxesto _1
disturbàr _1
dita _8
dìta _7
d'ita£ia _18
ditador _1
ditadòr _1
ditadòri _1
ditadura _8
ditadùra _2
ditadure _4
dìtamode£o _1
ditatòr _1
ditatura _2
ditature _2
dìte _1
dìti _1
dito _50
dìto _31
dìve _1
diventarà _1
diventare _2
diversa _1
diversamente _1
diversita' _2
diversità _26
diverso _2
diverte _1
divertimento _2
divide _1
divinità _3
divìno _1
divixa _6
divìxa _1
divixion _1
divixiòn _3
divorsi _2
divorsià _2
divorsio _2
divulgar _1
divulgàr _2
dixàbi£e _1
dixajo _2
dixarà _1
dixaremo _1
dixarise£i _2
dixastri _1
dixastroxa _2
dixe _64
dìxe _105
dìxe£i _4
dixea _10
dixéa _5
dixèa _1
dixemo _18
dixémo _2
dixèmo _3
dìxemo _3
dixemo£o _10
dixémo£o _1
dixemoghe _2
dixemose£o _3
dixèmose£o _2
dixendo _3
dixendoghe _2
dixendone _5
dixese _7
dixesto _1
dixeva _15
dixéva _1
dixèva _1
dixevi _2
dixevimo _2
dixevo _4
dixi _3
dixì _7
dìxi _12
dixì£o _1
dixighe _1
dixìghe _1
dixighe£o _2
dixime _5
dixìme _6
dixinformasion _2
dixinformasiòn _2
dixinparàr _1
dixinsentivàr _1
dixintegrasiòn _3
dixintosegarse _1
dixio _3
dixistima _1
dixobediensa _1
dixòcupà _1
dixocupasion _2
dixocupasiòn _1
dixomanetà _1
dixonestà _1
dixonesti _2
dixonor _2
dixonorarne _1
dixonorevò£i _1
dle _3
dlegà _1
dli _2
dna _2
do _94
do' _1
dó _7
dò _59
dò£ari _1
do£aro _1
dò£aro _1
do£ente _1
do£enti _1
do£inti _1
dò£o _1
do£òr _2
do£ore _3
do£ori _1
do£oròxo _1
dobbiammo _1
dobbiamo _2
documentari _3
documentàri _1
documentarie _1
documentario _3
documentasiòn _3
documenti _2
documento _1
documinti _18
dódaxe _1
doddici _1
dodici _1
dodixi _1
doer _1
doèr _4
dog _1
dogi _1
dògma _1
dogni _1
dolse _2
dolsi _2
dòlsi _1
domanda _5
domande _7
domandemo _1
domenega _8
domestegàr _3
dominà _1
dominante _1
dominàr _2
dominasion _3
dominasiòn _15
dominatòr _1
dominazione _3
domini _1
dominicàni _2
dominio _1
domino _1
dòmino _3
domisi£i _1
domisì£iio _1
domisi£io _1
dona _2
dòna _1
donasiòn _5
donatori _2
donca _7
done _2
dòne _4
d'onòr _1
doo _3
dopara _12
dopara' _2
doparà _28
dopàra _18
dòpara _3
doparando _9
doparàndo _1
doparar _6
doparàr _42
dopararà _1
doparàrla _1
dopararle _4
dopararli _1
dopararlo _2
doparava _3
dopare _1
doparè _2
dopàre _3
dòpare _1
doparemo _5
doparèmo _2
doparémo£a _1
dopari _1
dopàri _1
doparo _3
dopàro _3
dòparo _3
dòpi _1
dopia _3
dopià _1
dòpia _2
dopie _1
dopiè _1
dopio _1
dòpio _8
dopioni _2
dopo _108
dòpo _51
dòri _1
doriana _8
dorme _1
dormir _3
dormìr _4
d'oro _3
dorsa£i _2
doso _2
dòso _1
dotà _1
dotor _1
dotòr _2
dotori _1
dotòri _2
dotoroni _2
dotrina _2
dotrìna _3
dotrìne _3
dovarà _1
dovarìa _2
dove _2
dover _5
dovèr _6
dovere _4
dovère _2
doveri _3
doveste _1
dovesto _22
dovésto _1
dovi£e _1
dovimo _1
dovrei _1
down _2
doxi _2
dòxi _1
dreamel _1
drenda _2
dreta _18
drèta _3
drio _173
driò _1
drìo _370
drita _3
drìta _3
driti _3
droga _6
drogà _3
dròga _3
drogàr _1
drogati _1
droghe _3
dròghe _4
dropo£ujo _1
dstarghe _1
du _2
dù _1
dubi _3
dùbi _1
dubio _3
dùbio _5
dùbita _1
dubitàr _2
due _3
duma _1
dura _2
durà _2
dùra _7
durante _16
duràta _1
duràtaco _1
duraturi _2
duresa _1
duri _2
dùri _1
duro _5
dùro _3
duzel _10
duzelgroup _1
dvd _5
dw _1
dylan _1
e _6213
e' _5
è _18
e£ _1
e£a _47
é£a _3
è£a _1
e£aborasiòn _1
e£astisità _1
e£e _21
e£ementare _1
e£ementari _1
e£ementi _1
e£esiòn _1
e£eti _1
e£eto _3
e£etorà _4
e£etora£i _1
e£etoràl _3
e£etrega _12
e£etreghe _2
e£etrobilojisi _1
e£etrodomestego _1
e£etronega _3
e£etroni _2
e£etroshock _1
e£ettore _1
e£evà _1
e£i _3
e£iberasiòn _2
e£ìingegno _1
è£ike _1
e£imina _2
e£iminà _9
e£iminand _1
e£iminar _4
e£iminàr _5
e£iminare _1
e£iminasiòn _1
e£iminava _2
e£iminemo _1
e£on _2
e£onga _1
e£uxiion _2
e£uxion _4
e£uxiòn _1
e£uxòri _2
eastwood _1
eat _1
èbeti _1
ebona _1
ebraega _5
ebraeghe _4
ebraego _1
ebraica _4
ebraico _8
ebraike _2
ebràike _1
ebraisità _2
ebrea _1
ebrèa _2
ebree _2
ebrei _117
ebrèi _18
ebreo _5
ebrèo _1
ecapitàl _1
ecarta _1
ecatonbe _1
ecc _1
ecesiòn _4
ecesiva _1
eceso _1
eclexiastego _1
eco _7
èco _3
eco£ojia _2
eco£ojica _2
eco£ojìca _1
eco£ojista _2
economega _32
economegamente _5
economeghe _8
economeghi _16
economego _27
econòmego _1
economia _42
economìa _20
economicamente _2
economie _2
economìe _2
economigamente _2
economike _1
economisi _2
economista _2
economisti _1
ecoplan _3
ecoplàn _2
ecorarghe _1
ecosostenibi£e _3
ecosostenibi£i _1
ecoteroristi _1
ecrimina£ità _1
ecu _1
ed _2
ederle _1
èdi£i _1
edi£isi _1
edi£isia _1
edi£isio _1
edificàr _1
edifisi _2
editori _2
edoardo _1
edoniste _1
edoparàr _1
educa _2
educar _2
educàr _3
educarli _3
educarme _2
educarne _2
educasiòn _8
educativo _5
educatori _2
educatòri _3
educàva _1
efemo _1
eferma _1
efeti _1
efetivi _6
efetivo _1
efeto _2
efèto _1
efiabe _1
eficàse _1
eficiensa _3
efisenti _1
efisentico _1
efisiente _2
efisientemente _2
efunsionamento _1
egisiàn _1
egoa£i _1
egoa£itarie _1
egoismo _3
egoista _2
egoisti _3
ei _9
ein _1
einaudi _1
einpor _1
einpòr _1
einsidente _1
einstein _7
einternasiona£ixa _1
eis _2
eistein _2
ejisia _1
ejisiàni _1
ejito _2
eke£a _1
el _3973
el'arma _2
eldorado _2
ele _1
el'energìa _1
elètrega _1
el'europa _1
el'exersito _1
el'ignoransa _2
el'indipandensa _1
el'islam _1
el'ispetorà _1
el'ita£ia _1
el'omo _2
el'onego _1
el'onestà _1
el'ordine _1
elùdar _1
emanasiòn _1
emansipàr _1
emansipasiòn _3
emantegner _1
emarginà _4
emàrgina _1
emarginarli _1
emarginàrli _1
emarginasiòn _2
emergensa _1
emerzione _2
emete _4
emetese _2
emeti _2
emì _1
emi£io _3
emi£ioni _1
emigra _2
emigrà _3
emigrar _4
emigràr _4
emigrasion _1
emigrasión _1
emigrasiòn _3
emigratorio _1
emisiòn _2
emo _1
emo£arghe£a _5
emotivamente _3
emotività _2
emotìvo _1
empirega _1
emu£e _5
en _7
ena _2
enaltri _1
endà _1
endense _1
enel _1
energetega _2
energètega _1
energètego _1
energìa _11
energìe _2
enfaxi _1
eni _1
eno _4
enorme _2
enpiricamente _1
enprexonà _1
enrgetike _1
enrico _2
ensegna _1
ensegnà _3
ensegnava _2
ensìclega _1
ensiclopedia _1
ente _28
ente'l _2
entendù _6
enti _1
entra _17
entrà _5
entrade _2
entranbi _2
entrando _1
entrar _6
entràr _16
entràte _1
entrava _1
entre _1
entremo _1
entro _11
entrò _1
entropega _1
entusiastike _1
enunciasiòn _1
eo£ega _2
eo£eghi _1
eogni _2
eon _12
eòxe _1
epar _1
eparla _2
eparlàr _2
eparmesi _1
eparsone _1
epega _1
èpega _1
epego _1
epena£i _2
epensate _1
epì _6
episodi _3
epixodi _1
epo£itega _1
epocàl _2
epodeva _1
epòki _1
epol _4
epoxisiòn _1
eprdar _1
eprdu _2
eprodùr _1
eprodutivita' _2
epropio _2
epur _1
epùr _1
equamente _1
equasiòn _7
equiparabi£e _1
era _3
èra _1
èrano _3
eranti _1
erco£e _1
eredi _4
eredita _1
eredità _1
erèdita _1
ereditàma _2
ereditava _1
ereditiera _1
erento _1
eresponsabi£i _1
ereteghi _2
erexìa _2
erexìe _1
erik _1
ero _1
eròdar _3
eròdarse _1
eroe _6
eròe _5
eroi _5
eròi _9
èròi _1
eroina _2
eroismo _1
eror _2
eròr _3
eròri _3
errazkin _1
es _1
esa _1
esacrifisi _1
esar _46
èsar _155
èsare _1
esarghe _5
èsari _5
èsarlo _1
esclamà _1
escludemo _3
escludesti _3
escludeva _1
esclusive _2
escluxiòn _3
escluxiva _1
escluxivamente _3
escluxive _1
escluxivo _2
escluxìvo _1
escrementi _2
esecutori _2
esejexi _1
esemo _2
esèn _1
esendo _1
esèni _1
esenpio _1
eseri _1
èseri _3
esica' _2
esicarla _2
esicasiòn _3
esicatoi _4
esiste _2
esistita _1
espagno£a _1
espariensa _5
espatriàr _1
esperiansa _1
esperiemento _1
esperiensa _11
esperiense _6
esperimenti _1
esperimento _2
esperti _20
esperto _4
espertoni _1
espeta _1
espiatorio _1
esplorà _1
esploradori _2
esploxivi _3
espone _2
esponensialmente _2
esponente _1
esponesta _1
esponinti _1
espono _1
esporla _2
esportàr _2
esportasiòn _2
esporto _1
esposti _1
espoxisiòn _3
espresiòn _8
espreso _2
esprimar _3
esprìmar _2
esprimemo _1
esprimesta _1
esprimeva _1
espropià _2
espropria _1
esproprià _4
espropriàr _1
essi _1
est _23
èstara _4
èstari _1
estaro _1
estatere£i _1
este _1
estendesto _1
ester _3
estera _1
esterna _1
esterno _1
estero _1
estetisi _1
estetisti _1
esteuropa _1
estexo _1
estingoarse _1
estinsion _1
estinsiòn _4
estinte _1
esto _2
estone _1
estorsar _1
estorsiòn _1
estranea _1
estranei _1
estraneo _1
estrema _2
estremamente _1
estremi _1
estremismi _2
estremismo _1
estremista _1
estrèmista _1
estremisti _2
estremo _2
estropego _1
et _2
eta _1
età _4
etanti _2
etc _97
etcansi _1
etcel _2
etcinsoma _1
etcma _2
etcno _1
etcon _1
ete _2
etega _1
ètega _1
eteghe _1
ètegolo _1
eterna _15
etero _1
eterosesua£i _1
eterosesuàl _3
etestimonianse _1
etesto _1
etiketa _1
etiope _1
etiopi _5
etiopia _5
etnega _6
etnegalexìve _1
etneghi _1
etnego _1
etnia _1
etnie _2
etnìe _2
etnosentrego _3
etnosìda _1
etnosidi _2
etnosìdi _4
etnosidìa _1
etnosìdia _1
etnosidiator _1
etnosidio _6
etnosìdio _6
etore _2
etràta _1
etruski _1
etute _1
eu£ero _1
euclide _3
eufemismi _9
eufemisticamente _1
euganei _1
euri _77
èuri _3
euri+ _2
euri+pensiòn _1
eurioe _2
euro _17
èuro _2
eurojòn _1
europa _77
euròpa _5
europe _1
europea _25
european _5
europee _6
europei _6
europeixasiòn _1
europeo _12
eurorejòn _1
eutanaxìa _2
evasion _2
evasore _1
evaxion _1
evaxiòn _2
evaxor _1
evaxori _5
evaxòri _7
eventi _3
evento _1
eventua£i _1
eventuà£i _1
eversiòn _2
eversìvo _1
evidensa _1
evità _1
evitàr _3
evitarìa _1
evitata _1
evitemo _2
evo£emo _1
evo£usiòn _1
ex _21
exàjera _1
exami _4
exàmi _3
exasperà _1
exatamente _1
excell _1
excluxivamente _1
exdragomunidario _1
exejexi _2
exema _1
exenpi _11
exenpio _87
exenplàr _1
exenplari _1
exensiòn _1
exente _2
exersito _12
exi£io _2
exinpi _2
exìnpi _1
existar _4
exìstar _5
èxistar _1
existarà _1
existe _16
exìste _1
existemo _3
existensa _5
existenti _1
existese _1
existeva _3
existi _1
existiè _1
existio _1
existiò _1
existise _1
existiso _1
exità _1
èxiti _1
exodi _1
exodo _2
èxodo _1
exòpo _1
exoteghi _2
export _8
expose _1
extra _5
extracee _4
extracomuniatrio _1
extracomunitari _14
extracomunitario _14
extraistitusiona£i _2
extraistitusional _2
f _2
fa _184
fa' _16
fà _446
fa£ase _1
fa£egnamerìa _1
fa£egnami _1
fa£i _7
fa£ì _2
fà£i _10
fa£imentar _1
fa£imentàr _1
fa£imentari _1
fa£imenti _3
fa£imento _1
fa£iminti _1
fa£io _1
fa£ìo _2
fa£ir _12
fa£ìr _5
fà£ir _1
fa£ise _3
fa£iva _1
fa£o _4
fà£o _3
fabbrica _3
fabrica _2
fàbrica _13
fabrike _15
fàbrike _6
faccia _3
fàccia _1
facciamo _6
faccio _1
facendo _1
facoltà _2
facoltative _1
facoltativo _1
fade _5
fadiga _10
fagàro _3
fagàrofàgus _1
fàgarofagus _2
faghe _1
fàghe _2
fagosità _1
fagus _1
faked _1
fàlìr _1
falsa _4
fàlsa _2
falsamente _1
falsari _1
false _4
falsè _1
fàlse _3
falsi _5
fàlsi _2
falsità _3
fàlso _1
fame _14
fàme _19
fameja _51
faméja _1
fameje _12
faméje _1
fami£ia _2
fami£iar _1
fami£iàr _10
fami£iari _3
famigliadè _1
family _2
famoxa _6
famòxa _2
famoxi _4
famòxi _3
famoxo _4
fanadega _1
fanadeghi _9
fanadego _2
fanatega _3
fanateghi _17
fanategho _2
fanatego _5
fanatic _1
fanatisi _1
fanatismo _24
fando _11
fàndo _2
fando£a _1
fandoghe _1
fàndoghe _1
fandone _1
fandose _1
fanfaròn _1
fantapo£itego _1
fantasientifeghi _1
fantateroristego _1
fantaxìa _3
fantaxìa' _2
fanteria _1
fanto£ìn _1
fanto£ini _3
fantolìn _2
fantomateghi _1
fantòso _2
far _220
fàr _427
far'a _1
fara' _2
farà _20
fàra _1
fàrà _1
farabuti _2
farabuto _2
farave _2
faràve _5
fare _1
farè _2
fàremo _1
farfa£e _1
farfà£e _1
farghe _60
fàrghe _4
farghe£a _2
fàrghe£a _1
fàrghe£e _1
farghene _2
fàrghene _1
farìa _12
farina _5
farine _2
farla _8
fàrla _3
farle _1
fàrle _2
farli _14
fàrli _1
farlo _18
fàrlo _12
